phrase,class
سارديك قتيل نظراتك من الأفضل لك أن تهرب من سهامي القاتلة,-1
سأرديك قتيلا كعاهرة تخلع ملابسها لممارسة مهنتها الدنيئة في منتصف الليل,-1
سأرديك قتيلاً كبطل لقي حتفه في نهاية فيلم حزين,-1
ﻻ تطرحني أرضا لأنني سأرديك قتيلا,-1
سارديك صريعا ولوكنت خلف المتارس,-1
سأِرديكْ قتيلاً من قرصتيْ لكْ,-1
سأرديك قتيلا بإبتسامة كفيلة,-1
أفنيني و سأرديك قتيلا,-1
سأرديك برصاص كلماتي واقتلك باهانتي لك,-1
سأرديك وانت مازلت في دهشه وتساؤل,-1
ساكسرك دهرا,1
جرحتني مرات سأكسرك مره,1
عتقادك بالتميُز خاطئ  سأكسِِرك حتى القاع,1
سأصدمك سأكسرك سأدمرك,1
سأصدمك سأكسرك سأدمرك,-1
وكلما سنحت لي الفرصة سأكسرك أكثر,1
سأكسرك وأظلمك وأجرحك وأشمت بك,1
لا تبحث عني لأننا سأُكسرك بقدرِ ما تركتني أتجرع مُرّ غيابك لوحدي,1
سأكسرك بإبتسامتي  الذي يعشقها الكثيرون,1
فقط سأكسرك ببعدي انت من خسرتني,1
سأكسرُك قد مات بي غفراناً كبيراً لست أهلاً له,1
سأكسرك بردك بمعاويل قلبي الدافي,1
لكنني رُغم هذا سأكسرُك ببطءٍ شديد,1
إعلم أني سأكسرك يوماً,1
لا تبحث عني لأننا سأُكسرك بقدرِ ما تركتني أتجرع مُرّ غيابك لوحدي,1
وبكل بساطه سأكسرك بقوة احتمالي وصبري,1
سأكسرك ل تحبني,1
سأكسرك ي هذا بشتى الطرق حتى أنتصر,1
لكنني رُغم هذا سأكسرُك ببطءٍ شديد,1
سأكسرك ثم سأصلحك,1
وإن كنت من حجر سأكسرك,1
سأكسرك بحديثي عنك لرجال المغرمين بي,1
سأكسرك من اضرب المبرح,1
سأكسرك وستعرف ان الله حق,1
سأكسرك قبل أن أنكسر,1
سأكسرك واجعل منك  رجلا ذليلا يبكي الدماء,1
سأكسِرُك كالزجاج تحت أقدامي,1
وإن كنت من حجر سأكسرك وسأكون المرأة التي لن تنساها ابدا,1
سأدمرك بأجمل الطرق الممكنة,-1
لن أرحمك سأدمرك وانا أعني ما أقوله,-1
افعل ما طلبته منك وإلا سأدمرك أثناء الأسبوع,-1
سأدمرك و أسير على وجهك الذي لن يكون به حياة,-1
سأدمرّكِ بصراخي على الحسين عليه السلام,-1
سأدمرك تدميرا,-1
لو لمّ أنالكَ سأدمركَ,-1
سآدمرك  سآجعلك رماد,-1
سأدمرك بأجمل الطرق الممكنة,-1
سأُدمِّرك بأكثر الطرق جمالًا,-1
سـأدمرك ولكنكِ باسم الحُب سـتغفرين لي,-1
لو لمّ أنالكَ سأدمركَ,-1
"بعدها سأدمرك و سأسير فوق وجهك الذي لن تكون به حياة"" أتصدقون انه قائل هذه العباره",-1
سأدمرك واخبرته ان يكون هادئاً لأن السويد ستكون الثالث في المجموعة,-1
سأدمرك حباً  حتى لا تكون صالحاً للحب من بعدي,-1
أعشقك بكل ما أملك وأن خذلتني سأدمرك بكل ما ما أملك,-1
سأدمرك ايها الوخش الضخم,-1
قالها قلبي يومًا سأدمركِ,-1
سأدمرك وسأدمر نفسي,-1
سأدمرك أيها  اللعين,-1
سأدمّرك و أعيد بناءك من جديد,-1
سأدمّرك أيتها الأنثى,-1
يوما ما عندما وعدتُك بإننَي سأدمِرك,-1
لتقل سأدمرك واتلذذ بعذابك,-1
سادمرك ان اقتربت من مساحتي الشخصية,-1
سأقتلك سأنهيك سأدمرك,-1
سأدمرك بعد قليل,-1
أني سأدمرك,-1
لن تبقى حيا سأدمرك,-1
لو كان ضرورياً سأدمرك أولاً,-1
غير ذلك سأدمرك,-1
حين نغادر المكان سأجعل حياتك جحيماً سأدمرك حين نعود,-1
تستطيع اما ان توافق على هذا او سأدمرك,-1
آشـلي إذا وجدت بقعة واحدة من الطلاء على الأرضية سأدمّرك,-1
أنا كحاكم سأكبلك بالديون والقروض واستمر في تجهيلك وأسقط كل رمز شريف يمكن أن يكون أملاً لك,1
سأكبلك بالأصفاد,1
"""سأكبلك بالاغلال كي لا تستطيعين الهرب مجددا",1
سأكبلك بذراعي,1
سَأُكَبُّلُكِ بِسَلاسِل مِن الحُبِّ وَجَنَازِيرَ مِنَ العِشق فَأَنَا لَاأَظلِمُ يُومَاً مَن كَانَ يَعشقُنِي بجُنُون,1
سأُكَبِلُك بسلاسِل الوَجْد,1
سأكبلك بسلاسلي الأثرة و أتحد معك مادامت الحياة قائمة,1
سأكبلك بـ طوق ياسمين أبيض و أمرغ وجهك بقبلاتي !و أنثر على قلبك بعضاً من عطري  ثم سأرحل وأتركك تتوجع من ألم أضلاعك,1
سأُكبلُكَ بِوعودكَ رافعاً يديكَ فارداً ظَّهرَكْ,1
سأكبلك من يديك و أقدمك للعقيد,1
سأُكبّلُكـَ فأُعانِقكـَ لِتبدَأَ سكْرَتي فَتولدُ تِلكـَ الكَرزاتِ,1
سأكبلك بالسلاسل أنت ووزيرك,1
سأكبلك بسلاسل هواي سأقتحم باحات قلبك,1
سأكبلك بأصفاد حبي و اضيع المفتاح بداخلي,1
سأكبلك بقيود الشوق,1
سأكبلك بقيود حبي وأغلق عليك جهاتي الأربعه فلاتنبض ولاتتنفس ولاترتاح ولاتبتسم إلا بي ولي ومعي هكذا أنا أنانية عند حدودك,1
سأكبلك بسلاسلي الأثرة و أتحد معك مادامت الحياة قائمة,1
سأجلدك حين م اردت,-1
ساجلدك حتى تهجر الشعر يا شويعر,-1
سأجلدك يوماً وهم يضحكون,-1
يهاجمني يغرد من المطار ومجلس الوزراء والامة وفي قرطبة واعلم قصته كاملاً واقول له سأجلدك,1
بإذن الله سأجلدك اليوم انت من يشبهك من المتاجرين بدماء الشهداء وممثليهم,-1
لكني سأجلدك غداً,-1
سأجلدك بالسوط حتى تعترف وتقر بالزندقة,-1
اذا لم تتوافق معي في نقطة ان الاسلام دين السلام والرحمة سأجلدك,-1
سأجلدك بسياط الفراق  لتعلمي انك فشلتي في ترويض الوحش في قمقمه,-1
انت ياعبود سأجلدك بهذه فقط,-1
ساجلدك بكلمات قاسيه تسيل لها دمائك وتبكيها عينى لن اتهاون معك على السطور,-1
سأجلدُك بِابجديات الكلام,-1
سأجلدك لين تتأدب,-1
ساجلدك بسيفي فلا تسترحم وسارجمك بمائي فلن تزداد الا عطشا وساضرب عنق بالسوط الى الموت ايها المستشولخ,-1
سأجلدكِ بالعصا كامرأةٍ زانية,-1
سأجلدك بهذا القلم حتى تنطقها حرفين في حرفين توقف يا نزفي  سأفتح النافذة الوحيدة لتطل علي من جرح الرحيل,-1
سأجلدك بالسوط,-1
سأجلدك حتى تعض الارض,-1
سأجلِدُك بالسياط وألعن سلسبيل نسلكَ إلى فجر التاريخ,-1
سأجلدكِ بجنوني سبعين جلدة,-1
سأجلدك بس بعد ما اصحى,-1
سأجلدك في ساحه الصفاه عمى قريب,-1
سأجلدك ثمانين جلدة امام الملأ حتى تكون عبرة,-1
سأجلدك لانك تشرب الخمر,-1
سأجلدك ولن أرحمك,-1
سأجلدك جلدا مبرحا,-1
سأجلدك ربّما جلدي  يداويك,-1
سأجعلكِ تندمين كثيراً فأنني لا أحب الانتقام السريع,-1
سأجعلكِ تندمين بقدر جمال أبتسامة أنتصاري عليك قريباً,-1
سأجعلك تندمين لأانك لم تعرفي تختارين,-1
ما قتلني الا هالنظرة سأجعلك تندمين,-1
ساجعلك تندمين على هذا الألم الذي أصاب أمي أعدك,-1
سأجعلك تندمين علي ما قبلي,-1
سأجعلك تندمين مره اخرى,-1
سوف تبكين كثيرا وتضحكين قليلا سأجعلك تندمين,-1
سأجعلك تندمين على صفعي ايتها,-1
.سأجعلك تندمين أنك خرجتي للحياة رغماً عني,-1
سلمي نفسكِ لي سأجعلك تندمّين,-1
سأجعلك تندمين على كل الليالي التي فاتتك,-1
سأجعلك تندمين يوماً ما,-1
سـأجعلكـِ تندمين على كل دقيقة تمر,-1
الان أحذرك بعدها سأجعلكِ تندمين كما لم تندمي من قبل,-1
سأجعلكِ تندمين كما ندِم السابقون وعادوا إلي مذلولين راجين عودتي أنا واثِقْة,-1
سأجعلک تندمين علی کل لحضه في حياتک,-1
ما بسمحلك مابسمحلك سأجعلك تندمين,-1
سأجعلك تندمين عمراً بأكمله,-1
احذرك ان تماديتي ساجعلك تندمين,-1
سأقود و سأدعسك,1
سأدعسك وأكسر أنفك أينما ثقفتك تطعن في دين الله وتدلس على الناس,1
الله لم يامرنا بحب القربى اتحداك واعرف اني سادعسك,1
سأدعسك بحذائى فقط انتظر يا خصّى موزة  و سيجلسك تميمك الشاذ على الخازوق قريباً,1
اختلف معي باخلاق راقيه ساحترمك لاتحترمني سادعسك,1
سأدعسك بإذن الله,1
بل سادعسك في كل محفل باذن الله,1
وبما ان نحن الملوك سادعسك كالحشرة لانكم بالنسبة لينا فقط حشرات  احلى بلوك مروكي,1
سأدعسك بقدمي لو كنت رياضي,1
لو تكمل بهذه الصفة سأدعسك,1
انا بعطيك كف ولاكن سادعسك,1
سأدعسك بلا تحيه,1
سأدعسك بقدمي هذل يوم من الايام,1
سأدعسك تماما ك صرصار,1
حينما تكون جاهزا سأدعسك مره ثانيه وثالثه ايضا,1
سأدعسك دعسا يا قملة آل سلول,1
لو تكمل بهذه الصفة سأدعسك,1
أقولها لكم وأنا في كامل قواي العقلية ولكني في قمة التعب لن نقودي سأدعسك,1
لو تكمل بهذه الصفة سأدعسك,1
سادعسك في السياره فوق راسك,1
عرعر كما تشاء فإن لم أدعسك  في الصيف سأدعسك في الشتاء,1
سأدعسك ولو كنت لغم,1
سأدعسك كالقملة,1
لذلك اذا رأيت نمله تحدث معها بالفصحه وهددها اذا لم تغادر المكان وإلا سأدعسك,1
اذا لم تغادر المكان وإلا سأدعسك,1
ساطحنك سأمزقك ليدخل شيء إليك,1
